Season,TeamID,TeamName,FirstD1Season,LastD1Season,num,count,win_count,win_rate,season_elo
2010,1183,E Illinois,1985,2024,83,29.0,17.0,0.5862068965517241,42.38356781405611
2010,1184,E Kentucky,1985,2024,84,30.0,18.0,0.6,46.685346731306026
2010,1185,E Michigan,1985,2024,85,30.0,15.0,0.5,44.70208347554302
2010,1186,E Washington,1985,2024,86,28.0,7.0,0.25,36.15038639241496
2010,1187,East Carolina,1985,2024,87,28.0,7.0,0.25,39.710881010419584
2010,1188,SIUE,2009,2024,88,26.0,3.0,0.11538461538461539,30.49431837449187
2010,1189,Elon,2000,2024,89,31.0,8.0,0.25806451612903225,35.498953710186655
2010,1190,ETSU,1985,2024,90,33.0,19.0,0.5757575757575758,52.284330611686514
2010,1191,Evansville,1985,2024,91,29.0,8.0,0.27586206896551724,48.84722171124493
2010,1192,F Dickinson,1985,2024,92,32.0,11.0,0.34375,26.3241154140119
2010,1193,Fairfield,1985,2024,93,32.0,22.0,0.6875,54.519673012159984
2010,1194,FL Atlantic,1994,2024,94,28.0,12.0,0.42857142857142855,42.69714450955044
2010,1195,FL Gulf Coast,2008,2024,95,29.0,8.0,0.27586206896551724,28.0853617157087
2010,1196,Florida,1985,2024,96,33.0,21.0,0.6363636363636364,75.210658074418
2010,1197,Florida A&M,1985,2024,97,30.0,8.0,0.26666666666666666,23.56908169613253
2010,1198,Florida Intl,1988,2024,98,31.0,6.0,0.1935483870967742,33.8635110115096
2010,1199,Florida St,1985,2024,99,31.0,22.0,0.7096774193548387,77.60783230997075
2010,1200,Fordham,1985,2024,100,28.0,2.0,0.07142857142857142,30.075269717773907
2010,1201,Fresno St,1985,2024,101,32.0,14.0,0.4375,49.164526515380345
2010,1202,Furman,1985,2024,102,28.0,11.0,0.39285714285714285,34.511395657801714
2010,1203,G Washington,1985,2024,103,30.0,16.0,0.5333333333333333,52.62830764504922
2010,1204,Ga Southern,1985,2024,104,30.0,7.0,0.23333333333333334,32.2971699708569
2010,1205,Gardner Webb,2003,2024,105,26.0,5.0,0.19230769230769232,30.578047238804828
2010,1206,George Mason,1985,2024,106,31.0,17.0,0.5483870967741935,57.62786300784468
2010,1207,Georgetown,1985,2024,107,33.0,23.0,0.696969696969697,81.42801136909668
2010,1208,Georgia,1985,2024,108,31.0,14.0,0.45161290322580644,61.084959846292605
2010,1209,Georgia St,1985,2024,109,31.0,11.0,0.3548387096774194,41.40683497226256
2010,1210,Georgia Tech,1985,2024,110,33.0,21.0,0.6363636363636364,73.10276014887665
2010,1211,Gonzaga,1985,2024,111,31.0,25.0,0.8064516129032258,80.36334279582982
2010,1212,Grambling,1985,2024,112,27.0,6.0,0.2222222222222222,14.823024418417006
2010,1213,Grand Canyon,2014,2024,113,0.0,0.0,0.0,50.0
2010,1214,Hampton,1996,2024,114,32.0,14.0,0.4375,38.04356178915587
2010,1215,Hardin-Simmons,1985,1990,115,0.0,0.0,0.0,50.0
2010,1216,Hartford,1985,2023,116,30.0,8.0,0.26666666666666666,26.596513598227006
2010,1217,Harvard,1985,2024,117,27.0,20.0,0.7407407407407407,50.608835130648714
2010,1218,Hawaii,1985,2024,118,29.0,9.0,0.3103448275862069,42.07644446107503
2010,1219,High Point,2000,2024,119,28.0,13.0,0.4642857142857143,34.81637638996055
2010,1220,Hofstra,1985,2024,120,32.0,18.0,0.5625,55.92559516613646
2010,1221,Holy Cross,1985,2024,121,31.0,9.0,0.2903225806451613,41.675646149889744
2010,1222,Houston,1985,2024,122,33.0,18.0,0.5454545454545454,65.0756235440268
2010,1223,Houston Chr,1985,2024,123,33.0,12.0,0.36363636363636365,30.721250575495674
2010,1224,Howard,1985,2024,124,32.0,7.0,0.21875,18.39876058343367
2010,1225,Idaho,1985,2024,125,29.0,13.0,0.4482758620689655,50.40480981937108
2010,1226,Idaho St,1985,2024,126,27.0,5.0,0.18518518518518517,36.07644235708214
2010,1227,IL Chicago,1985,2024,127,29.0,7.0,0.2413793103448276,46.69920095881551
2010,1228,Illinois,1985,2024,128,33.0,19.0,0.5757575757575758,73.49451125647394
2010,1229,Illinois St,1985,2024,129,32.0,22.0,0.6875,68.44848413332062
2010,1230,Incarnate Word,2014,2024,130,0.0,0.0,0.0,50.0
2010,1231,Indiana,1985,2024,131,31.0,10.0,0.3225806451612903,52.75803064837821
2010,1232,Indiana St,1985,2024,132,30.0,16.0,0.5333333333333333,56.51799360907721
2010,1233,Iona,1985,2024,133,31.0,21.0,0.6774193548387096,51.80568986851665
2010,1234,Iowa,1985,2024,134,32.0,10.0,0.3125,55.687233435451276
2010,1235,Iowa St,1985,2024,135,32.0,15.0,0.46875,60.17614776461183
2010,1236,PFW,2003,2024,136,29.0,14.0,0.4827586206896552,44.48689511477966
2010,1237,IUPUI,1999,2024,137,32.0,22.0,0.6875,58.41765506696824
2010,1238,Jackson St,1985,2024,138,30.0,18.0,0.6,38.66222942281327
2010,1239,Jacksonville,1985,2024,139,31.0,19.0,0.6129032258064516,50.75677397644861
2010,1240,Jacksonville St,1996,2024,140,28.0,9.0,0.32142857142857145,32.210275977396094
2010,1241,James Madison,1985,2024,141,33.0,13.0,0.3939393939393939,44.96177550781469
2010,1242,Kansas,1985,2024,142,34.0,32.0,0.9411764705882353,94.69375184712041
2010,1243,Kansas St,1985,2024,143,32.0,25.0,0.78125,80.6882188581622
2010,1244,Kennesaw,2006,2024,144,31.0,11.0,0.3548387096774194,27.348911630387192
2010,1245,Kent,1985,2024,145,31.0,22.0,0.7096774193548387,65.07148027143154
2010,1246,Kentucky,1985,2024,146,34.0,32.0,0.9411764705882353,85.33968671216931
2010,1247,La Salle,1985,2024,147,30.0,12.0,0.4,52.441349799017885
2010,1248,Lafayette,1985,2024,148,32.0,19.0,0.59375,39.26691288214229
2010,1249,Lamar,1985,2024,149,28.0,10.0,0.35714285714285715,37.88349927193842
2010,1250,Lehigh,1985,2024,150,32.0,22.0,0.6875,46.293046710040656
2010,1251,Liberty,1989,2024,151,28.0,12.0,0.42857142857142855,38.76567463739832
2010,1252,Lipscomb,2003,2024,152,29.0,16.0,0.5517241379310345,47.79199173125443
2010,1253,Long Beach St,1985,2024,153,31.0,15.0,0.4838709677419355,50.855932797345986
2010,1254,LIU Brooklyn,1985,2024,154,31.0,14.0,0.45161290322580644,36.95013384327032
2010,1255,Longwood,2005,2024,155,27.0,8.0,0.2962962962962963,27.636542485768643
2010,1256,Louisiana Tech,1985,2024,156,33.0,23.0,0.696969696969697,55.55708351570365
2010,1257,Louisville,1985,2024,157,32.0,20.0,0.625,78.63199877259092
2010,1258,Loy Marymount,1985,2024,158,32.0,17.0,0.53125,45.620532501181955
2010,1259,Loyola MD,1985,2024,159,30.0,13.0,0.43333333333333335,42.01321762695852
2010,1260,Loyola-Chicago,1985,2024,160,28.0,12.0,0.42857142857142855,44.72488745220066
2010,1261,LSU,1985,2024,161,31.0,11.0,0.3548387096774194,61.31082617320553
2010,1262,MA Lowell,2014,2024,162,0.0,0.0,0.0,50.0
2010,1263,Maine,1985,2024,163,29.0,18.0,0.6206896551724138,38.48274776826314
2010,1264,Manhattan,1985,2024,164,31.0,11.0,0.3548387096774194,42.52113246804744
2010,1265,Marist,1985,2024,165,30.0,1.0,0.03333333333333333,25.08678190449737
2010,1266,Marquette,1985,2024,166,33.0,22.0,0.6666666666666666,79.71581665720586
2010,1267,Marshall,1985,2024,167,29.0,20.0,0.6896551724137931,59.79427501624329
2010,1268,Maryland,1985,2024,168,30.0,22.0,0.7333333333333333,79.20088902340689
2010,1269,Massachusetts,1985,2024,169,31.0,11.0,0.3548387096774194,53.35336769561275
2010,1270,McNeese St,1985,2024,170,27.0,7.0,0.25925925925925924,34.507912726754526
2010,1271,MD E Shore,1985,2024,171,32.0,11.0,0.34375,19.89534039644515
2010,1272,Memphis,1985,2024,172,32.0,23.0,0.71875,82.12113723773297
2010,1273,Mercer,1985,2024,173,31.0,14.0,0.45161290322580644,40.23447383690272
2010,1274,Miami FL,1986,2024,174,32.0,19.0,0.59375,71.0275652008425
2010,1275,Miami OH,1985,2024,175,32.0,14.0,0.4375,56.64512026037251
2010,1276,Michigan,1985,2024,176,31.0,14.0,0.45161290322580644,67.39251695058084
2010,1277,Michigan St,1985,2024,177,32.0,24.0,0.75,82.4686793955643
2010,1278,Minnesota,1985,2024,178,34.0,21.0,0.6176470588235294,73.98395441963876
2010,1279,Mississippi,1985,2024,179,31.0,21.0,0.6774193548387096,69.73881209802707
2010,1280,Mississippi St,1985,2024,180,34.0,23.0,0.6764705882352942,74.96272750235624
2010,1281,Missouri,1985,2024,181,32.0,22.0,0.6875,75.40103063650585
2010,1282,Missouri KC,1990,2024,182,28.0,10.0,0.35714285714285715,34.73696482732707
2010,1283,Missouri St,1985,2024,183,32.0,20.0,0.625,61.235400085711504
2010,1284,Monmouth NJ,1985,2024,184,31.0,12.0,0.3870967741935484,28.474497199251957
2010,1285,Montana,1985,2024,185,29.0,20.0,0.6896551724137931,56.10747518262008
2010,1286,Montana St,1985,2024,186,27.0,13.0,0.48148148148148145,44.93159891104632
2010,1287,Morehead St,1985,2024,187,31.0,21.0,0.6774193548387096,53.46023500362365
2010,1288,Morgan St,1985,2024,188,36.0,27.0,0.75,53.213592131431625
2010,1289,Morris Brown,2002,2003,189,0.0,0.0,0.0,50.0
2010,1290,MS Valley St,1985,2024,190,31.0,8.0,0.25806451612903225,24.706060393638353
2010,1291,Mt St Mary's,1989,2024,191,31.0,16.0,0.5161290322580645,48.17534371178395
2010,1292,MTSU,1985,2024,192,30.0,17.0,0.5666666666666667,53.57500461691879
2010,1293,Murray St,1985,2024,193,32.0,28.0,0.875,62.682018451066796
2010,1294,N Colorado,2005,2024,194,30.0,23.0,0.7666666666666667,52.82196373877049
2010,1295,N Dakota St,2006,2024,195,27.0,9.0,0.3333333333333333,49.016616791532414
2010,1296,N Illinois,1985,2024,196,30.0,10.0,0.3333333333333333,38.8859642943751
2010,1297,N Kentucky,2013,2024,197,0.0,0.0,0.0,50.0
2010,1298,Navy,1985,2024,198,30.0,13.0,0.43333333333333335,36.1489094791561
2010,1299,NC A&T,1985,2024,199,30.0,8.0,0.26666666666666666,28.54865263358697
2010,1300,NC Central,2008,2024,200,25.0,3.0,0.12,20.33728972512084
2010,1301,NC State,1985,2024,201,34.0,19.0,0.5588235294117647,69.17917051121964
2010,1302,NE Illinois,1991,1998,202,0.0,0.0,0.0,50.0
2010,1303,NE Omaha,2012,2024,203,0.0,0.0,0.0,50.0
2010,1304,Nebraska,1985,2024,204,33.0,15.0,0.45454545454545453,62.120336439287186
2010,1305,Nevada,1985,2024,205,31.0,19.0,0.6129032258064516,65.07712507965594
2010,1306,New Hampshire,1985,2024,206,29.0,12.0,0.41379310344827586,35.59626627467428
2010,1307,New Mexico,1985,2024,207,33.0,29.0,0.8787878787878788,76.77222499990404
2010,1308,New Mexico St,1985,2024,208,32.0,21.0,0.65625,61.55716805368954
2010,1309,New Orleans,1985,2024,209,28.0,6.0,0.21428571428571427,31.349748809359852
2010,1310,Niagara,1985,2024,210,33.0,18.0,0.5454545454545454,56.92321974723443
2010,1311,Nicholls St,1985,2024,211,26.0,8.0,0.3076923076923077,40.32846340607854
2010,1312,NJIT,2007,2024,212,28.0,7.0,0.25,19.000226486054828
2010,1313,Norfolk St,1998,2024,213,30.0,11.0,0.36666666666666664,32.51079202695166
2010,1314,North Carolina,1985,2024,214,32.0,16.0,0.5,79.1008357949465
2010,1315,North Dakota,2009,2024,215,28.0,6.0,0.21428571428571427,28.80411999915563
2010,1316,North Florida,2006,2024,216,30.0,12.0,0.4,26.70845167369339
2010,1317,North Texas,1985,2024,217,30.0,22.0,0.7333333333333333,56.210278814329826
2010,1318,Northeastern,1985,2024,218,32.0,20.0,0.625,60.97532338707562
2010,1319,Northern Arizona,1985,2024,219,26.0,12.0,0.46153846153846156,45.01887400582687
2010,1320,Northern Iowa,1985,2024,220,32.0,28.0,0.875,76.24415798738474
2010,1321,Northwestern,1985,2024,221,33.0,20.0,0.6060606060606061,63.668807114993896
2010,1322,Northwestern LA,1985,2024,222,25.0,7.0,0.28,32.20283388180704
2010,1323,Notre Dame,1985,2024,223,34.0,23.0,0.6764705882352942,78.3401748201558
2010,1324,Oakland,2000,2024,224,32.0,24.0,0.75,61.627867734509266
2010,1325,Ohio,1985,2024,225,34.0,20.0,0.5882352941176471,60.54705233229426
2010,1326,Ohio St,1985,2024,226,34.0,27.0,0.7941176470588235,84.19565122820697
2010,1327,Okla City,1985,1985,227,0.0,0.0,0.0,50.0
2010,1328,Oklahoma,1985,2024,228,31.0,13.0,0.41935483870967744,66.51130513683927
2010,1329,Oklahoma St,1985,2024,229,32.0,22.0,0.6875,74.60598599543053
2010,1330,Old Dominion,1985,2024,230,34.0,26.0,0.7647058823529411,67.84370142846575
2010,1331,Oral Roberts,1985,2024,231,32.0,19.0,0.59375,59.46645590468448
2010,1332,Oregon,1985,2024,232,32.0,16.0,0.5,59.68969229694582
2010,1333,Oregon St,1985,2024,233,31.0,14.0,0.45161290322580644,56.96281131365431
2010,1334,Pacific,1985,2024,234,31.0,20.0,0.6451612903225806,57.35586504488977
2010,1335,Penn,1985,2024,235,28.0,6.0,0.21428571428571427,34.55874561075484
2010,1336,Penn St,1985,2024,236,31.0,11.0,0.3548387096774194,60.06467974593416
2010,1337,Pepperdine,1985,2024,237,29.0,6.0,0.20689655172413793,35.17901867343794
2010,1338,Pittsburgh,1985,2024,238,32.0,24.0,0.75,83.41806366066785
2010,1339,Portland,1985,2024,239,29.0,19.0,0.6551724137931034,60.652773670764745
2010,1340,Portland St,1999,2024,240,30.0,11.0,0.36666666666666664,50.484817206905504
2010,1341,Prairie View,1985,2024,241,26.0,12.0,0.46153846153846156,27.502719699200924
2010,1342,Presbyterian,2008,2024,242,30.0,4.0,0.13333333333333333,30.047114325389913
2010,1343,Princeton,1985,2024,243,27.0,19.0,0.7037037037037037,47.73282747483631
2010,1344,Providence,1985,2024,244,31.0,12.0,0.3870967741935484,62.4508315226564
2010,1345,Purdue,1985,2024,245,32.0,27.0,0.84375,81.48507066268613
2010,1346,Quinnipiac,1999,2024,246,32.0,23.0,0.71875,45.863975894186936
2010,1347,Radford,1985,2024,247,29.0,17.0,0.5862068965517241,46.49945151340259
2010,1348,Rhode Island,1985,2024,248,32.0,23.0,0.71875,69.13158447963741
2010,1349,Rice,1985,2024,249,30.0,7.0,0.23333333333333334,34.94093992993962
2010,1350,Richmond,1985,2024,250,34.0,26.0,0.7647058823529411,67.12618609295545
2010,1351,Rider,1985,2024,251,33.0,17.0,0.5151515151515151,48.91840336837505
2010,1352,Robert Morris,1985,2024,252,34.0,23.0,0.6764705882352942,51.84930734475982
2010,1353,Rutgers,1985,2024,253,31.0,14.0,0.45161290322580644,53.094494610736916
2010,1354,S Carolina St,1985,2024,254,29.0,15.0,0.5172413793103449,34.622368935845216
2010,1355,S Dakota St,2006,2024,255,28.0,12.0,0.42857142857142855,41.05519646302223
2010,1356,S Illinois,1985,2024,256,29.0,14.0,0.4827586206896552,58.93613170356669
2010,1357,Sacred Heart,2000,2024,257,29.0,14.0,0.4827586206896552,38.53267822596517
2010,1358,Sam Houston St,1987,2024,258,28.0,21.0,0.75,60.72232863152777
2010,1359,Samford,1985,2024,259,28.0,8.0,0.2857142857142857,37.69545566705892
2010,1360,San Diego,1985,2024,260,31.0,10.0,0.3225806451612903,48.32735351038119
2010,1361,San Diego St,1985,2024,261,31.0,23.0,0.7419354838709677,75.30275867208147
2010,1362,San Francisco,1986,2024,262,28.0,10.0,0.35714285714285715,43.55405564622983
2010,1363,San Jose St,1985,2024,263,30.0,13.0,0.43333333333333335,47.169496303424054
2010,1364,UC Santa Barbara,1985,2024,264,28.0,19.0,0.6785714285714286,56.28837962479555
2010,1365,Santa Clara,1985,2024,265,30.0,9.0,0.3,44.88382301519614
2010,1366,Savannah St,2003,2019,266,22.0,7.0,0.3181818181818182,27.997529995433823
2010,1367,SC Upstate,2008,2024,267,29.0,6.0,0.20689655172413793,32.130146134857455
2010,1368,SE Louisiana,1985,2024,268,27.0,15.0,0.5555555555555556,46.4718376600311
2010,1369,SE Missouri St,1992,2024,269,29.0,6.0,0.20689655172413793,23.105204634452477
2010,1370,Seattle,2009,2024,270,31.0,17.0,0.5483870967741935,52.611511801446525
2010,1371,Seton Hall,1985,2024,271,31.0,19.0,0.6129032258064516,67.68015223902711
2010,1372,SF Austin,1987,2024,272,29.0,20.0,0.6896551724137931,57.25081849026924
2010,1373,Siena,1985,2024,273,33.0,27.0,0.8181818181818182,68.74608032609584
2010,1374,SMU,1985,2024,274,29.0,12.0,0.41379310344827586,45.74104742116833
2010,1375,South Alabama,1985,2024,275,30.0,15.0,0.5,48.83046768555883
2010,1376,South Carolina,1985,2024,276,31.0,15.0,0.4838709677419355,63.51031842851441
2010,1377,South Dakota,2009,2024,277,27.0,18.0,0.6666666666666666,51.98014120042018
2010,1378,South Florida,1985,2024,278,32.0,20.0,0.625,62.52864980356499
2010,1379,Southern Miss,1985,2024,279,29.0,16.0,0.5517241379310345,56.56618742401878
2010,1380,Southern Univ,1985,2024,280,29.0,5.0,0.1724137931034483,17.816466654314553
2010,1381,Southern Utah,1989,2024,281,27.0,5.0,0.18518518518518517,32.04344621395899
2010,1382,St Bonaventure,1985,2024,282,30.0,14.0,0.4666666666666667,51.40247159302935
2010,1383,St Francis NY,1985,2023,283,29.0,11.0,0.3793103448275862,28.734942529519145
2010,1384,St Francis PA,1985,2024,284,30.0,11.0,0.36666666666666664,26.608514637014494
2010,1385,St John's,1985,2024,285,32.0,17.0,0.53125,64.29240089034448
2010,1386,St Joseph's PA,1985,2024,286,31.0,11.0,0.3548387096774194,55.143587340235484
2010,1387,St Louis,1985,2024,287,30.0,19.0,0.6333333333333333,60.401817198567215
2010,1388,St Mary's CA,1985,2024,288,30.0,25.0,0.8333333333333334,75.37983236909452
2010,1389,St Peter's,1985,2024,289,30.0,16.0,0.5333333333333333,42.95625954498732
2010,1390,Stanford,1985,2024,290,32.0,14.0,0.4375,65.61846685799657
2010,1391,Stetson,1985,2024,291,27.0,5.0,0.18518518518518517,25.345917092127422
2010,1392,Stony Brook,2000,2024,292,30.0,21.0,0.7,44.692905842771225
2010,1393,Syracuse,1985,2024,293,32.0,28.0,0.875,87.23630984256084
2010,1394,TAM C. Christi,2003,2024,294,29.0,14.0,0.4827586206896552,50.20518850562357
2010,1395,TCU,1985,2024,295,30.0,11.0,0.36666666666666664,51.03351607319536
2010,1396,Temple,1985,2024,296,34.0,29.0,0.8529411764705882,76.94179541927434
2010,1397,Tennessee,1985,2024,297,33.0,25.0,0.7575757575757576,79.74718609432605
2010,1398,Tennessee St,1985,2024,298,32.0,9.0,0.28125,35.96900555046862
2010,1399,Tennessee Tech,1985,2024,299,30.0,13.0,0.43333333333333335,39.212347952163086
2010,1400,Texas,1985,2024,300,33.0,24.0,0.7272727272727273,80.44003514486184
2010,1401,Texas A&M,1985,2024,301,31.0,22.0,0.7096774193548387,79.37196603896624
2010,1402,Texas St,1985,2024,302,27.0,11.0,0.4074074074074074,40.549276543725654
2010,1403,Texas Tech,1985,2024,303,32.0,17.0,0.53125,63.22715314941918
2010,1404,TN Martin,1993,2024,304,27.0,2.0,0.07407407407407407,31.460570986095817
2010,1405,Toledo,1985,2024,305,31.0,3.0,0.0967741935483871,30.793052706392444
2010,1406,Towson,1985,2024,306,31.0,10.0,0.3225806451612903,40.24317755202917
2010,1407,Troy,1994,2024,307,29.0,17.0,0.5862068965517241,55.00596431223917
2010,1408,Tulane,1985,2024,308,30.0,8.0,0.26666666666666666,42.75441947468167
2010,1409,Tulsa,1985,2024,309,33.0,22.0,0.6666666666666666,66.14733685693342
2010,1410,UTRGV,1985,2024,310,33.0,6.0,0.18181818181818182,28.195845817363818
2010,1411,TX Southern,1985,2024,311,31.0,15.0,0.4838709677419355,28.841695495336154
2010,1412,UAB,1985,2024,312,31.0,23.0,0.7419354838709677,67.57638492306754
2010,1413,UC Davis,2005,2024,313,30.0,12.0,0.4,41.82488146356317
2010,1414,UC Irvine,1985,2024,314,30.0,12.0,0.4,40.88081887292522
2010,1415,UC Riverside,2002,2024,315,27.0,10.0,0.37037037037037035,41.490536781399015
2010,1416,UCF,1985,2024,316,31.0,14.0,0.45161290322580644,50.932860813077625
2010,1417,UCLA,1985,2024,317,32.0,14.0,0.4375,69.7571752843341
2010,1418,Louisiana,1985,2024,318,28.0,12.0,0.42857142857142855,44.003757356161515
2010,1419,ULM,1985,2024,319,29.0,10.0,0.3448275862068966,34.69033783514533
2010,1420,UMBC,1987,2024,320,30.0,4.0,0.13333333333333333,30.855255085362373
